id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,target
sample_1961,26,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.918
sample_1962,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,7,0.936
sample_1963,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,2,0.888
sample_1965,3,1,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,7,0.93
sample_1966,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,2,0.888
sample_1967,26,1,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_1969,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,2,0.888
sample_1970,26,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,1,1,1,7,0.943
sample_1971,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,7,0.93
sample_1972,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,2,1,2,1,2,0.882
sample_1974,3,1,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,7,0.93
sample_1976,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,3,6,1,7,0.943
sample_1978,18,1,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,0,0,1,1,2,0.888
sample_1979,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,7,0.93
sample_198,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_1982,34,2,0,0,36,2,35,0,35,0,36,0,1,1,1,0,45,1,36,5,0,0,1,15,1,18,1,0,0,1,1,5,0.93
sample_1983,26,2,0,0,0,2,0,0,0,0,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,7,0.93
sample_1985,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,0,0,1,1,2,0.888
sample_1989,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.918
sample_1990,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,7,0.943
sample_1994,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,0,0,1,1,2,0.9
sample_200,26,1,0,0,0,2,0,4,0,5,0,7,1,1,1,0,27,1,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_202,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_204,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,2,18,3,0,0,1,23,3,12,1,0,0,1,1,2,0.947
sample_206,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_208,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.913
sample_209,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.925
sample_21,54,12,0,0,40,0,40,0,40,1,41,1,0,0,5,0,42,6,42,7,0,2,0,29,0,3,0,0,0,0,0,0,0.891
sample_210,3,2,0,0,22,0,22,0,22,3,23,7,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.959
sample_212,26,1,0,0,0,1,0,2,0,1,0,1,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_213,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,3,0,0,1,23,1,12,1,0,0,1,1,2,0.947
sample_214,8,2,0,0,27,0,27,0,27,3,28,7,1,1,1,0,8,1,24,3,0,0,1,18,1,26,1,0,0,1,1,0,0.925
sample_217,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.902
sample_219,3,2,0,0,22,0,22,4,22,5,23,7,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.971
sample_22,2,12,0,0,5,0,5,2,5,4,5,2,0,0,1,1,28,0,27,0,0,2,1,9,0,39,0,0,0,0,0,0,0.879
sample_222,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,4,0,0.902
sample_223,3,2,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_225,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_226,3,2,0,0,22,2,22,0,22,5,23,7,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.925
sample_227,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.95
sample_229,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,5,29,1,0,0,1,1,0,0.925
sample_231,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_232,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,5,29,1,0,0,1,1,0,0.913
sample_233,8,2,0,0,27,0,27,4,27,3,28,7,1,1,1,0,8,1,24,1,0,0,1,18,5,26,1,0,0,1,1,2,0.959
sample_235,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_236,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.971
sample_237,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_238,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,2,18,3,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_239,8,2,0,0,27,0,27,0,27,5,28,6,1,1,1,0,8,1,24,3,0,0,1,18,1,26,1,0,0,1,1,2,0.959
sample_24,3,3,0,0,25,0,25,2,25,1,26,2,0,0,5,0,24,0,21,0,0,15,0,25,2,8,0,0,0,0,0,0,0.879
sample_240,26,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_242,3,2,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,0,0.902
sample_243,18,14,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_244,26,14,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.955
sample_245,3,2,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_246,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_247,26,2,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_248,3,16,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.985
sample_249,18,1,0,0,13,1,13,2,13,1,13,2,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.955
sample_25,8,11,0,0,8,0,23,2,8,2,8,1,0,0,5,0,20,0,17,0,0,2,0,28,0,38,0,4,0,0,0,0,0.891
sample_251,3,2,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_253,26,16,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.943
sample_256,26,2,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_257,3,16,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_258,18,1,0,0,13,1,13,2,13,1,13,2,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,8,4,0,1,7,0.943
sample_259,26,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.943
sample_26,34,3,0,0,36,0,35,2,35,2,36,1,0,1,1,1,22,0,19,0,0,2,1,45,0,9,0,0,0,0,0,2,0.923
sample_262,26,16,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.943
sample_264,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_266,3,16,0,0,22,2,22,4,22,3,23,3,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.998
sample_267,18,1,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.943
sample_268,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_27,24,4,0,0,19,0,19,2,19,1,20,2,0,0,0,0,26,0,25,0,0,15,0,9,1,30,0,0,0,0,0,2,0.923
sample_270,18,16,0,0,13,2,13,4,13,3,13,3,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.955
sample_273,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_274,26,2,0,0,0,2,0,4,0,3,0,3,1,1,3,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.943
sample_275,3,16,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_276,18,1,0,0,13,1,13,2,13,1,13,2,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_278,3,2,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_281,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,6,4,0,1,9,0.973
sample_282,18,2,0,0,13,2,13,0,13,0,13,0,1,1,1,0,18,1,40,1,0,0,1,20,1,10,1,6,4,0,1,7,0.93
sample_283,26,2,0,0,0,2,0,4,0,3,0,3,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,6,4,0,1,7,0.93
sample_284,3,3,0,0,25,0,25,2,25,0,26,3,0,0,0,1,43,1,43,5,0,3,0,27,0,44,6,0,0,0,0,0,0.902
sample_285,13,16,0,0,1,0,1,1,1,0,1,0,1,0,0,1,26,1,25,4,0,1,0,5,2,43,6,0,1,0,0,0,0.89
sample_286,11,19,0,0,26,0,26,2,26,0,27,0,0,1,2,1,12,10,12,2,0,2,0,9,2,39,1,0,0,0,0,0,0.891
sample_287,34,12,0,0,36,0,35,2,35,1,36,1,0,0,1,0,45,9,37,2,0,2,0,48,0,4,1,0,0,0,0,0,0.902
sample_288,21,0,0,0,22,0,22,2,22,0,23,1,0,6,1,0,58,0,43,0,0,13,1,25,0,25,0,0,1,0,0,0,0.879
sample_289,17,3,0,0,6,0,6,2,6,1,6,0,0,0,1,0,59,0,12,0,0,2,1,28,0,14,0,0,0,0,0,0,0.879
sample_29,3,11,0,0,25,0,25,0,25,1,26,1,0,0,1,1,48,0,47,0,0,2,1,40,0,24,0,0,0,0,0,0,0.891
sample_291,16,3,0,0,19,0,19,1,18,2,20,4,0,0,2,1,29,0,29,0,0,0,1,9,0,28,0,0,8,0,0,0,0.902
sample_292,9,12,0,0,34,0,33,2,33,2,34,2,0,6,1,0,9,0,9,0,0,15,1,13,0,45,0,0,0,0,0,0,0.879
sample_294,12,19,0,0,14,0,14,1,14,1,14,0,0,0,0,0,60,0,56,0,0,0,0,36,0,6,0,0,0,0,0,0,0.879
sample_296,5,12,0,0,44,0,45,2,45,0,46,0,0,0,5,0,28,0,27,0,0,2,1,30,0,51,0,2,0,0,0,0,0.902
sample_297,31,3,0,0,33,0,32,2,32,1,33,2,0,0,0,0,9,0,9,0,0,2,0,13,0,13,1,0,9,0,0,0,0.879
sample_298,32,3,0,0,35,0,34,1,34,1,35,1,0,0,0,1,13,0,13,0,0,2,0,40,2,24,0,0,0,0,0,0,0.902
sample_30,35,12,0,0,27,0,27,1,27,3,28,0,0,0,1,1,20,0,17,0,0,2,1,28,0,6,0,0,0,0,0,2,0.923
sample_301,10,3,0,0,30,0,30,1,30,1,31,0,0,1,0,1,11,0,11,0,0,2,0,9,0,22,1,0,0,0,0,0,0.913
sample_302,38,15,0,0,9,0,9,1,9,1,9,1,0,0,0,1,23,0,20,0,0,2,0,37,0,13,0,4,2,0,0,13,0.89
sample_305,4,3,0,0,4,0,4,0,4,1,4,0,0,0,5,1,36,0,50,2,0,2,0,29,0,9,1,0,0,0,0,0,0.902
sample_306,30,4,0,0,32,0,31,2,31,3,32,0,0,0,0,1,8,0,8,0,0,0,0,11,0,11,0,0,0,0,0,0,0.902
sample_307,23,0,0,0,24,0,24,2,24,2,25,2,0,0,2,0,9,0,9,0,0,0,0,44,0,12,0,0,0,0,0,0,0.902
sample_308,19,3,0,0,22,0,22,2,22,1,23,2,0,2,0,0,54,0,52,6,0,2,1,40,0,23,0,0,0,0,0,0,0.902
sample_310,34,19,0,0,4,0,4,0,4,1,4,1,0,0,0,1,0,0,0,0,0,2,1,34,0,33,1,0,0,0,0,11,0.89
sample_313,32,12,0,0,35,0,18,2,34,0,35,2,0,0,0,1,3,0,3,0,0,2,0,18,0,25,0,0,2,0,0,0,0.891
sample_314,35,12,0,0,38,0,37,2,37,2,38,4,0,1,0,1,39,0,24,0,0,0,1,48,0,14,0,3,0,0,0,0,0.902
sample_315,0,3,16,5,45,0,46,0,46,2,47,1,0,0,1,0,0,0,0,5,1,2,0,10,0,10,15,0,0,0,0,0,0.891
sample_317,44,23,21,1,37,0,36,1,36,1,37,4,0,0,1,0,27,0,28,5,1,2,1,14,0,36,13,0,0,0,0,0,0.891
sample_321,30,23,6,1,55,0,56,2,56,1,57,2,0,0,1,0,28,0,27,5,1,2,2,6,21,22,13,4,2,0,0,0,0.902
sample_322,11,3,11,5,17,0,17,2,17,1,17,2,0,0,1,0,27,0,28,5,1,2,2,13,0,27,1,4,2,0,0,0,0.902
sample_324,1,23,36,1,1,0,1,2,1,1,1,4,0,0,1,0,12,0,12,5,1,2,2,35,2,21,1,2,1,0,0,0,0.891
sample_325,37,3,32,3,39,0,39,2,39,1,40,2,0,0,1,0,7,0,7,5,1,2,1,29,14,2,13,0,0,0,0,0,0.891
sample_326,5,3,37,5,21,0,21,2,21,1,22,4,0,0,1,0,28,0,27,5,1,2,0,9,14,30,0,0,2,0,0,0,0.902
sample_328,29,23,12,1,15,0,15,2,15,1,15,4,0,0,1,0,48,0,47,5,1,2,2,40,14,20,18,0,0,0,0,0,0.891
sample_329,33,3,27,5,27,0,27,2,27,1,28,2,0,0,1,0,6,0,6,5,1,12,0,35,14,13,1,0,0,0,0,0,0.902
sample_33,31,12,0,0,33,0,32,2,32,1,33,1,0,0,1,1,9,0,9,0,0,2,0,13,0,45,0,0,9,0,0,2,0.923
sample_330,4,3,38,3,70,0,4,2,46,1,4,2,0,0,1,0,19,0,16,5,1,12,2,5,2,10,19,0,0,0,0,0,0.902
sample_331,5,20,39,1,71,0,70,2,70,1,71,4,0,0,1,0,18,0,15,5,1,12,2,41,14,15,15,0,2,0,0,14,0.902
sample_332,31,23,40,1,33,0,32,0,32,2,33,4,0,6,1,0,9,0,9,5,1,13,1,37,0,36,2,0,0,0,0,0,0.902
sample_333,29,33,41,1,3,0,3,2,3,2,3,1,0,0,1,0,43,0,43,5,1,12,1,2,0,32,1,0,0,0,0,0,0.902
sample_335,26,34,42,1,72,0,71,0,71,2,72,2,0,0,1,0,0,0,0,5,1,12,2,45,2,10,14,0,0,0,0,0,0.891
sample_336,30,23,43,1,32,0,31,2,31,1,32,4,0,0,1,0,26,0,25,5,1,12,1,30,0,28,5,0,2,0,0,0,0.902
sample_337,11,20,44,1,17,0,17,2,17,0,17,2,0,0,1,0,27,0,28,5,1,4,2,12,2,27,1,0,0,0,0,0,0.902
sample_338,29,27,12,1,15,0,15,2,15,0,15,2,0,0,1,0,21,0,18,5,1,12,0,40,2,8,17,2,0,0,0,0,0.891
sample_339,18,23,45,1,8,0,16,2,16,0,16,1,0,0,1,0,15,0,6,5,1,14,2,36,22,31,13,2,0,0,0,0,0.879
sample_34,21,11,0,0,25,0,25,4,25,5,26,0,0,0,0,0,43,0,43,0,0,2,1,20,0,8,0,0,0,0,0,7,0.967
sample_340,4,23,46,1,73,0,72,0,72,0,73,2,0,0,1,0,42,0,42,5,1,14,1,0,14,2,0,0,0,0,0,0,0.891
sample_341,2,23,47,8,44,0,45,2,45,3,46,2,0,0,1,0,1,0,44,5,1,14,0,9,2,30,1,0,0,0,0,0,0.902
sample_342,44,9,7,1,37,0,36,2,36,0,37,2,0,0,1,0,9,0,34,5,1,11,2,12,15,12,15,0,0,0,0,0,0.891
sample_344,33,23,29,1,74,0,73,2,73,0,74,0,0,0,1,0,31,0,31,5,1,16,0,22,14,21,6,0,0,0,0,0,0.902
sample_345,26,23,48,8,64,0,64,2,64,1,65,1,0,0,1,0,36,0,50,5,1,16,2,10,2,10,19,0,0,0,0,0,0.891
sample_346,30,25,43,1,75,0,74,2,74,2,75,4,0,0,1,0,26,0,25,5,1,16,2,9,23,30,19,0,0,0,0,0,0.902
sample_347,11,23,49,1,26,0,26,2,26,1,27,4,0,0,1,0,27,0,28,5,1,16,1,4,24,36,5,0,0,0,0,0,0.902
sample_349,55,20,50,1,76,0,75,2,75,2,76,2,0,0,1,0,29,0,29,5,1,16,2,28,2,4,15,3,0,0,0,0,0.902
sample_350,26,24,48,1,31,0,28,0,28,2,29,4,0,0,1,0,0,0,0,5,1,16,0,29,24,10,14,0,0,0,0,0,0.891
sample_351,30,23,43,1,32,0,31,0,31,1,32,1,0,0,1,0,28,0,27,5,1,16,1,30,14,39,3,0,0,0,0,0,0.902
sample_353,29,23,12,1,57,0,58,2,58,1,59,2,0,0,1,0,21,0,18,5,1,16,2,25,2,49,19,0,10,0,0,0,0.891
sample_355,4,23,46,1,4,0,4,0,4,1,4,2,0,0,1,0,22,0,19,5,1,16,2,10,2,10,1,0,0,0,0,0,0.947
sample_356,24,23,51,1,5,0,5,2,5,2,5,1,0,0,1,0,26,0,25,5,1,16,2,6,2,30,1,0,0,0,0,2,0.923
sample_357,11,23,49,1,17,0,17,0,17,1,17,2,0,0,1,0,9,0,9,5,1,16,2,27,24,40,15,0,0,0,0,0,0.935
sample_358,29,14,12,1,35,0,34,0,34,2,35,4,0,0,1,0,54,0,52,5,1,16,2,38,21,24,21,0,0,0,0,0,0.902
sample_359,33,20,52,1,77,0,76,2,76,0,77,1,0,0,1,0,29,0,29,5,1,16,2,35,16,41,19,0,0,0,0,2,0.947
sample_36,4,3,0,0,45,0,46,0,46,1,47,1,0,0,0,0,22,0,19,0,0,2,0,26,0,10,0,0,0,0,0,2,0.935
sample_360,20,23,53,1,78,0,77,4,77,1,78,4,0,0,1,1,11,0,11,5,1,16,2,48,25,42,13,0,0,0,0,0,0.947
sample_363,56,23,54,1,69,0,69,0,69,0,70,4,0,0,1,1,33,0,34,5,1,16,2,12,14,13,2,0,0,0,0,2,0.947
sample_364,21,23,55,1,22,0,22,0,22,2,23,2,0,0,1,0,21,0,18,5,1,16,2,2,26,10,1,0,0,0,0,2,0.947
sample_365,18,24,9,1,79,0,78,2,78,2,79,2,0,0,1,0,31,0,31,5,1,16,2,15,0,6,1,0,0,0,0,2,0.947
sample_366,57,23,16,1,4,0,4,2,4,1,4,1,0,0,9,0,33,0,34,5,1,16,8,0,2,10,19,0,0,0,0,0,0.902
sample_367,19,24,56,1,20,0,20,2,20,2,21,4,0,0,1,0,28,0,27,5,1,16,2,9,25,30,19,0,0,0,0,7,0.979
sample_368,17,23,57,1,6,0,6,0,6,0,6,4,0,0,1,1,16,0,26,5,1,16,8,23,27,3,1,0,0,0,0,2,0.935
sample_369,7,25,58,1,80,0,79,0,79,0,80,1,0,0,1,0,54,0,52,5,1,16,1,25,2,32,1,0,0,0,0,2,0.947
sample_37,5,12,0,0,44,0,45,2,45,2,46,4,0,0,1,1,49,0,40,0,0,15,0,6,0,39,0,0,0,0,0,0,0.891
sample_370,8,25,35,1,8,0,8,2,8,2,8,4,0,0,1,0,25,0,23,5,1,16,2,14,2,4,17,0,0,0,0,2,0.923
sample_371,54,5,59,1,41,0,41,0,41,1,42,4,0,0,1,1,0,0,0,5,1,16,2,45,24,10,22,0,0,0,0,7,0.967
sample_372,30,23,43,1,32,0,31,0,31,2,32,1,0,0,1,1,38,0,38,5,1,16,2,9,0,28,1,0,2,0,0,2,0.935
sample_373,11,20,11,1,26,0,26,0,26,0,27,4,0,0,1,0,27,0,28,5,1,4,2,37,2,7,1,0,0,0,0,2,0.935
sample_374,29,24,12,1,15,0,15,2,15,2,15,4,0,0,1,0,32,0,33,5,1,16,0,25,28,8,13,0,8,0,0,7,0.967
sample_375,55,23,50,1,81,0,80,0,80,1,81,4,0,0,1,0,12,0,12,5,1,16,2,24,24,4,0,0,0,0,0,7,0.967
sample_376,42,23,60,1,40,0,40,2,40,0,41,1,0,0,1,1,42,0,42,5,1,16,2,0,0,10,0,0,0,0,0,7,0.98
sample_378,11,2,49,1,26,0,26,2,26,2,27,4,0,0,1,1,9,0,9,5,1,16,1,14,16,13,2,0,0,0,0,7,0.962
sample_381,26,27,19,1,31,0,28,2,28,1,29,2,0,0,1,0,0,0,0,5,1,16,2,43,2,10,0,0,0,0,0,7,0.967
sample_383,44,23,61,1,17,0,17,2,17,1,17,4,0,0,1,1,16,0,26,5,1,16,2,27,0,7,1,0,0,0,0,7,0.967
sample_384,7,20,58,1,82,0,81,2,81,0,82,2,0,0,1,0,54,0,52,5,1,16,0,25,2,32,0,0,0,0,0,2,0.935
sample_388,8,15,0,0,13,0,13,4,13,3,13,6,0,0,1,0,18,0,15,8,0,15,1,20,2,10,1,1,11,0,3,0,0.902
sample_389,26,15,0,0,28,0,38,4,38,5,39,7,0,0,1,0,23,0,20,8,0,0,1,11,29,39,9,9,11,0,0,0,0.902
sample_39,3,3,0,0,3,0,3,2,25,1,3,4,0,0,0,0,21,0,18,0,0,15,1,38,2,8,0,0,0,0,0,7,0.9797
sample_390,3,12,0,0,3,0,3,7,3,5,3,7,0,0,10,1,32,0,33,6,0,0,1,12,4,29,1,1,5,0,3,0,0.902
sample_392,26,11,0,0,28,0,38,4,38,5,39,7,1,0,1,1,23,0,20,6,0,4,1,11,30,39,1,1,5,0,0,2,0.923
sample_393,3,15,0,0,3,0,3,0,3,5,3,6,0,0,1,1,32,0,33,10,0,12,1,12,17,29,23,1,11,0,3,0,0.891
sample_395,26,11,0,0,28,0,38,2,38,0,39,3,1,0,1,1,23,0,20,10,0,2,1,11,30,39,1,2,11,0,3,0,0.902
sample_396,3,12,0,0,3,0,3,7,3,7,3,7,0,0,1,0,32,0,33,4,0,0,1,12,31,29,1,1,11,0,3,2,0.902
sample_397,8,15,0,0,13,0,13,0,13,3,13,7,0,0,1,0,18,0,15,4,0,0,1,20,17,10,23,1,12,0,3,0,0.902
sample_398,26,15,0,0,28,0,38,4,38,5,39,6,0,0,1,0,23,0,20,10,0,15,1,11,2,39,1,1,11,0,0,0,0.891
sample_399,3,12,0,0,3,0,3,4,3,5,3,7,1,0,1,0,32,0,33,6,0,2,1,49,2,29,1,1,11,0,0,0,0.902
sample_4,3,12,0,0,25,0,25,2,25,2,26,4,0,0,0,1,32,0,33,0,2,2,1,38,0,8,0,0,6,0,0,0,0.896
sample_401,22,18,0,0,23,1,23,0,23,3,24,6,1,1,1,0,42,5,42,7,0,17,1,48,6,42,1,0,0,0,0,0,0.902
sample_402,16,19,0,0,19,0,19,0,19,3,20,7,1,1,1,0,5,6,5,6,0,11,1,7,9,27,1,0,0,0,0,0,0.902
sample_404,9,3,0,0,34,0,33,0,33,3,34,7,1,1,1,1,10,0,32,4,0,17,1,30,6,51,6,0,0,0,0,0,0.891
sample_405,22,3,0,0,23,0,23,3,23,0,24,6,1,1,1,1,42,0,42,8,0,17,1,48,9,42,23,0,0,0,0,0,0.891
sample_407,8,18,0,0,8,1,8,0,8,3,8,6,1,1,1,0,8,5,8,7,0,17,1,38,9,37,1,0,0,0,0,0,0.902
sample_408,9,3,0,0,34,0,33,0,33,3,34,7,1,1,1,0,10,0,32,6,0,17,1,30,7,51,1,0,0,0,0,0,0.902
sample_41,4,15,0,0,0,0,0,0,0,1,0,1,0,0,1,1,22,0,19,0,0,15,0,0,0,5,0,0,6,0,0,7,0.967
sample_410,16,3,0,0,19,0,19,0,19,3,20,7,1,1,1,1,5,0,5,7,0,17,1,7,6,27,6,0,0,0,0,0,0.892
sample_411,8,3,0,0,8,0,8,3,8,4,8,7,1,1,1,1,8,0,8,0,0,17,1,38,6,37,9,0,0,0,0,0,0.902
sample_412,9,4,0,0,34,0,33,2,33,0,34,7,1,1,1,1,10,5,32,7,0,17,1,30,10,51,23,0,0,0,0,2,0.935
sample_414,8,3,0,0,8,0,8,0,8,3,8,7,1,1,1,0,8,6,8,6,0,17,1,38,7,37,1,0,0,0,0,2,0.935
sample_416,28,2,0,0,23,0,23,1,23,1,24,1,3,0,1,1,36,1,50,0,0,3,1,24,0,38,1,0,1,0,0,0,0.902
sample_417,20,0,0,0,10,0,10,2,10,0,10,3,3,0,1,0,11,1,11,0,0,3,1,0,2,9,1,0,0,0,0,0,0.902
sample_418,17,3,0,0,11,0,11,2,11,0,11,3,3,0,1,1,12,1,12,0,1,3,1,16,0,23,1,0,1,0,0,0,0.902
sample_419,37,3,0,0,39,0,39,2,39,0,40,3,3,0,1,0,0,1,0,0,0,2,1,35,0,34,1,0,1,0,0,0,0.913
sample_42,5,11,0,0,5,0,5,2,5,0,5,2,0,0,1,0,26,0,25,0,0,15,0,30,0,30,0,0,0,0,0,0,0.902
